A,B,C,D,E
6500,0.006658644869809153,0.004757163140815784,0.016899996908083845,0.010346429222593491
7000,0.006168803289992666,0.004827540256982215,0.013940752836542255,0.009219540423710836
7500,0.006034273126526664,0.0042704318154067646,0.013413996962758166,0.008711030687385877
8000,0.00529544519305196,0.004301708493117178,0.012603465662698366,0.008050500074075068
