A,B
200,5.39
400,4.26
600,4.025
800,3.865
1000,3.71
1200,3.635
1400,3.57
1600,3.495
1800,3.59
2000,3.24
2200,3.315
2400,3.39
2600,3.24
2800,3.105
3000,3.23
3200,3.195
3400,3.115
3600,3.095
3800,3.225
4000,3.18
4200,3.135
4400,3.205
4600,3.13
4800,3.17
5000,3.145
5200,3.065
5400,3.07
5600,3.14
5800,3.06
6000,3.105
