A,B,C,D,E
6500,0.011745419475915769,0.003412018967499286,0.007348947807128184,0.002919806204571801
7000,0.011477902070163805,0.0033635164480423684,0.006588502841334497,0.0025804737899929966
7500,0.010349009984786852,0.0030263623932623943,0.006512230868234965,0.0025535302292057057
8000,0.010165765598322623,0.0029801877962981503,0.006627713174033422,0.0026135386498891467
